Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
1,AIQ,GEN,Karnataka,"KIMS, Hubli",ENT,2,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,12444(2),15821(2),15821(2),-,-,10971(2),13732(2),15841(2),-,-
2,AIQ,GEN,Karnataka,"KIMS, Hubli",ENT,1+1(VV),"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,12444(2),15821(2),15821(2),-,-,10971(2),13732(2),15841(2),-,-
3,AIQ,GEN,Karnataka,"KIMS, Hubli",ENT,0+1(VV),"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,12444(2),15821(2),15821(2),-,-,10971(2),13732(2),15841(2),-,-
1,AIQ,GEN,Kerala,"Govt Med Coll, Thrissur",RADIATION ONCOLOGY,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,15165(1),17693(1),17693(1),-,-,14032(1),15842(1),15842(1),-,-
2,AIQ,GEN,Kerala,"Govt Med Coll, Thrissur",RADIATION ONCOLOGY,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,15165(1),17693(1),17693(1),-,-,14032(1),15842(1),15842(1),-,-
3,AIQ,GEN,Kerala,"Govt Med Coll, Thrissur",RADIATION ONCOLOGY,0+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,15165(1),17693(1),17693(1),-,-,14032(1),15842(1),15842(1),-,-
1,DNB Post MBBS,GEN,Maharashtra,"Breach Candy Hospital, Mumbai",DNBGENERAL SURGERY,2,"₹1,25,000","₹89,000",0,₹0,213,16288(2),16288(2),19168(2),-,-,15614(2),15845(2),15845(2),-,-
2,DNB Post MBBS,GEN,Maharashtra,"Breach Candy Hospital, Mumbai",DNBGENERAL SURGERY,1+1(VV),"₹1,25,000","₹89,000",0,₹0,213,16288(2),16288(2),19168(2),-,-,15614(2),15845(2),15845(2),-,-
3,DNB Post MBBS,GEN,Maharashtra,"Breach Candy Hospital, Mumbai",DNBGENERAL SURGERY,0+1(VV),"₹1,25,000","₹89,000",0,₹0,213,16288(2),16288(2),19168(2),-,-,15614(2),15845(2),15845(2),-,-
1,AIQ,EWS,West Bengal,Bankura Sammilani Med Coll,OBG,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,12407(1),12407(1),14908(1),-,-,13311(1),14489(1),15850(1),-,-
2,AIQ,EWS,West Bengal,Bankura Sammilani Med Coll,OBG,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,12407(1),12407(1),14908(1),-,-,13311(1),14489(1),15850(1),-,-
3,AIQ,EWS,West Bengal,Bankura Sammilani Med Coll,OBG,0+1(VV),"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,12407(1),12407(1),14908(1),-,-,13311(1),14489(1),15850(1),-,-
1,DU,GEN,Delhi,"Lady Hardinge, Delhi",ENT,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,5648(1),5648(1),5648(1),-,-,5026(1),6829(1),15851(1),17652(1),-
2,DU,GEN,Delhi,"Lady Hardinge, Delhi",ENT,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,5648(1),5648(1),5648(1),-,-,5026(1),6829(1),15851(1),17652(1),-
3,DU,GEN,Delhi,"Lady Hardinge, Delhi",ENT,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,5648(1),5648(1),5648(1),-,-,5026(1),6829(1),15851(1),17652(1),-
4,DU,GEN,Delhi,"Lady Hardinge, Delhi",ENT,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,5648(1),5648(1),5648(1),-,-,5026(1),6829(1),15851(1),17652(1),-
1,DNB Post MBBS,OBC,Tamil Nadu,"Govt HeadquartersHosp,Thuckalay",DNBOBG,1,"₹1,25,000","₹52,451",2*,"₹40,00,000*",174,-,-,-,-,-,9822(1),13092(1),15858(1),-,-
2,DNB Post MBBS,OBC,Tamil Nadu,"Govt HeadquartersHosp,Thuckalay",DNBOBG,1,"₹1,25,000","₹52,451",2*,"₹40,00,000*",174,-,-,-,-,-,9822(1),13092(1),15858(1),-,-
3,DNB Post MBBS,OBC,Tamil Nadu,"Govt HeadquartersHosp,Thuckalay",DNBOBG,0+1(VV),"₹1,25,000","₹52,451",2*,"₹40,00,000*",174,-,-,-,-,-,9822(1),13092(1),15858(1),-,-
1,MNG,GEN,Karnataka,"Kasturba Med Coll, Manipal",PAEDIATRICS,15,"₹28,70,000*","₹45,000*",0,₹0,2032,18854(15),18854(15),18854(15),-,-,15860(15),15860(15),15860(15),-,-
2,MNG,GEN,Karnataka,"Kasturba Med Coll, Manipal",PAEDIATRICS,2+12(VV),"₹28,70,000*","₹45,000*",0,₹0,2032,18854(15),18854(15),18854(15),-,-,15860(15),15860(15),15860(15),-,-
3,MNG,GEN,Karnataka,"Kasturba Med Coll, Manipal",PAEDIATRICS,1+13(VV),"₹28,70,000*","₹45,000*",0,₹0,2032,18854(15),18854(15),18854(15),-,-,15860(15),15860(15),15860(15),-,-
1,AIQ,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",GENERAL MEDICINE,2,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,8681(2),9923(2),9923(2),-,-,11594(2),11968(2),15863(2),-,-
2,AIQ,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",GENERAL MEDICINE,1+1(VV),"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,8681(2),9923(2),9923(2),-,-,11594(2),11968(2),15863(2),-,-
3,AIQ,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",GENERAL MEDICINE,1+1(VV),"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,8681(2),9923(2),9923(2),-,-,11594(2),11968(2),15863(2),-,-
1,AIQ,SC,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,2,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,10469(2),21614(2),21614(2),-,-,15968(2),15864(2),15864(2),-,-
2,AIQ,SC,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,1+1(VV),"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,10469(2),21614(2),21614(2),-,-,15968(2),15864(2),15864(2),-,-
3,AIQ,SC,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,0+2(VV),"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,10469(2),21614(2),21614(2),-,-,15968(2),15864(2),15864(2),-,-
1,AIQ,ST,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL MEDICINE,1,"₹48,600*","₹60,823",0*,₹0*,940,6657(1),18327(1),25226(1),-,-,15866(1),15866(1),15866(1),-,-
2,AIQ,ST,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL MEDICINE,0+1(VV),"₹48,600*","₹60,823",0*,₹0*,940,6657(1),18327(1),25226(1),-,-,15866(1),15866(1),15866(1),-,-
3,AIQ,ST,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL MEDICINE,0+1(VV),"₹48,600*","₹60,823",0*,₹0*,940,6657(1),18327(1),25226(1),-,-,15866(1),15866(1),15866(1),-,-
1,DNB Post MBBS,GEN,Delhi,"Deen Dayal Upadhyay, Delhi",DNBANAESTHESIOLOGY,2,"₹1,25,000","₹1,26,927",0*,₹0*,640,17119(4),18403(4),18403(4),-,-,14514(2),15870(2),15870(2),-,-
2,DNB Post MBBS,GEN,Delhi,"Deen Dayal Upadhyay, Delhi",DNBANAESTHESIOLOGY,2,"₹1,25,000","₹1,26,927",0*,₹0*,640,17119(4),18403(4),18403(4),-,-,14514(2),15870(2),15870(2),-,-
3,DNB Post MBBS,GEN,Delhi,"Deen Dayal Upadhyay, Delhi",DNBANAESTHESIOLOGY,0+2(VV),"₹1,25,000","₹1,26,927",0*,₹0*,640,17119(4),18403(4),18403(4),-,-,14514(2),15870(2),15870(2),-,-
1,DNB Post MBBS,GEN,Jammu and Kashmir,"JLNM Hosp, Rainawari",DNBGENERAL SURGERY,1,"₹1,25,000","₹48,000",0,₹0,200,18187(1),21156(1),19596(1),-,-,14287(1),15874(1),15874(1),-,-
2,DNB Post MBBS,GEN,Jammu and Kashmir,"JLNM Hosp, Rainawari",DNBGENERAL SURGERY,1,"₹1,25,000","₹48,000",0,₹0,200,18187(1),21156(1),19596(1),-,-,14287(1),15874(1),15874(1),-,-
1,AIQ,OBC,Telangana,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,1,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,12593(1),-,-,11570(1),13586(1),15875(1),21068(1),-
2,AIQ,OBC,Telangana,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,1,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,12593(1),-,-,11570(1),13586(1),15875(1),21068(1),-
3,AIQ,OBC,Telangana,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,0+1(VV),"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,12593(1),-,-,11570(1),13586(1),15875(1),21068(1),-
4,AIQ,OBC,Telangana,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,1,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,12593(1),-,-,11570(1),13586(1),15875(1),21068(1),-
1,AIQ,EWS,Andhra Pradesh,"ACSR Medical College, Nellore",TBRD,1,"₹48,600*","₹60,823",0*,₹0*,355,-,-,-,-,-,14742(1),14285(1),15877(1),19193(1),-
2,AIQ,EWS,Andhra Pradesh,"ACSR Medical College, Nellore",TBRD,1,"₹48,600*","₹60,823",0*,₹0*,355,-,-,-,-,-,14742(1),14285(1),15877(1),19193(1),-
3,AIQ,EWS,Andhra Pradesh,"ACSR Medical College, Nellore",TBRD,0+1(VV),"₹48,600*","₹60,823",0*,₹0*,355,-,-,-,-,-,14742(1),14285(1),15877(1),19193(1),-
4,AIQ,EWS,Andhra Pradesh,"ACSR Medical College, Nellore",TBRD,1,"₹48,600*","₹60,823",0*,₹0*,355,-,-,-,-,-,14742(1),14285(1),15877(1),19193(1),-
1,AIQ,OBC,Karnataka,"Belagavi IMS, Belagavi",ORTHOPAEDICS,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,11229(1),12208(1),13856(1),-,-,11714(1),11864(1),15878(1),-,-
2,AIQ,OBC,Karnataka,"Belagavi IMS, Belagavi",ORTHOPAEDICS,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,11229(1),12208(1),13856(1),-,-,11714(1),11864(1),15878(1),-,-
3,AIQ,OBC,Karnataka,"Belagavi IMS, Belagavi",ORTHOPAEDICS,0+1(VV),"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,11229(1),12208(1),13856(1),-,-,11714(1),11864(1),15878(1),-,-
1,DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBEMERGENCY MEDICINE,4,"₹1,25,000","₹89,000",0,₹0,550,15408(4),17806(4),17806(4),-,-,14757(4),14757(4),15880(4),-,-
2,DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBEMERGENCY MEDICINE,0+2(VV),"₹1,25,000","₹89,000",0,₹0,550,15408(4),17806(4),17806(4),-,-,14757(4),14757(4),15880(4),-,-
3,DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBEMERGENCY MEDICINE,0+2(VV),"₹1,25,000","₹89,000",0,₹0,550,15408(4),17806(4),17806(4),-,-,14757(4),14757(4),15880(4),-,-
1,AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",ANAESTHESIOLOGY,3,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,14724(2),16136(2),19139(2),-,-,14334(3),15577(3),15886(3),-,-
2,AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",ANAESTHESIOLOGY,2+1(VV),"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,14724(2),16136(2),19139(2),-,-,14334(3),15577(3),15886(3),-,-
3,AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",ANAESTHESIOLOGY,1+2(VV),"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,14724(2),16136(2),19139(2),-,-,14334(3),15577(3),15886(3),-,-
1,AIQ,SC,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PAEDIATRICS,1,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,15889(1),15889(1),15889(1),-,-
2,AIQ,SC,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PAEDIATRICS,0+1(VV),"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,15889(1),15889(1),15889(1),-,-
3,AIQ,SC,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PAEDIATRICS,0+1(VV),"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,15889(1),15889(1),15889(1),-,-
1,DNB Post MBBS,GEN,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBOBG,2,"₹1,25,000","₹50,923",0,₹0,176,12232(2),12232(2),13224(2),-,-,12547(2),12547(2),15892(2),-,-
2,DNB Post MBBS,GEN,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBOBG,1+1(VV),"₹1,25,000","₹50,923",0,₹0,176,12232(2),12232(2),13224(2),-,-,12547(2),12547(2),15892(2),-,-
3,DNB Post MBBS,GEN,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBOBG,1+1(VV),"₹1,25,000","₹50,923",0,₹0,176,12232(2),12232(2),13224(2),-,-,12547(2),12547(2),15892(2),-,-
1,DNB Post MBBS,GEN,Maharashtra,"LaxmiChariTrust EyeHosp,Panvel",DNBOPHTHALMOLOGY,1,"₹1,25,000","₹76,429",0,₹0,50,15392(1),15257(1),15806(1),-,-,13241(1),15428(1),15897(1),-,-
2,DNB Post MBBS,GEN,Maharashtra,"LaxmiChariTrust EyeHosp,Panvel",DNBOPHTHALMOLOGY,0+1(VV),"₹1,25,000","₹76,429",0,₹0,50,15392(1),15257(1),15806(1),-,-,13241(1),15428(1),15897(1),-,-
3,DNB Post MBBS,GEN,Maharashtra,"LaxmiChariTrust EyeHosp,Panvel",DNBOPHTHALMOLOGY,0+1(VV),"₹1,25,000","₹76,429",0,₹0,50,15392(1),15257(1),15806(1),-,-,13241(1),15428(1),15897(1),-,-
1,AIQ,GEN-PwD,Andhra Pradesh,"Guntur Med Coll, Guntur",GENERAL MEDICINE,1,"₹48,600*","₹60,823",0*,₹0*,1170,-,-,-,-,-,15909(1),15909(1),15909(1),-,-
1,DNB Post MBBS,GEN,Kerala,"St GregoriosHosp,Pathanamthitta",DNBOBG,1,"₹1,25,000","₹57,876",0,₹0,250,15243(1),15692(1),16176(1),-,-,15733(1),15913(1),15913(1),-,-
2,DNB Post MBBS,GEN,Kerala,"St GregoriosHosp,Pathanamthitta",DNBOBG,1,"₹1,25,000","₹57,876",0,₹0,250,15243(1),15692(1),16176(1),-,-,15733(1),15913(1),15913(1),-,-
3,DNB Post MBBS,GEN,Kerala,"St GregoriosHosp,Pathanamthitta",DNBOBG,0+1(VV),"₹1,25,000","₹57,876",0,₹0,250,15243(1),15692(1),16176(1),-,-,15733(1),15913(1),15913(1),-,-
3,AIQ,OBC,Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",ORTHOPAEDICS,1,"₹20,000*","₹67,500",2*,"₹50,00,000*",500,-,-,-,-,-,-,-,15914(1),-,-
1,AIQ,GEN,Maharashtra,"Govt Med Coll, Akola",OPHTHALMOLOGY,2,"₹1,43,300*","₹92,522",1,"₹50,00,000",840,8813(2),14376(2),15018(2),-,-,11217(2),12831(2),15916(2),-,-
2,AIQ,GEN,Maharashtra,"Govt Med Coll, Akola",OPHTHALMOLOGY,0+2(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",840,8813(2),14376(2),15018(2),-,-,11217(2),12831(2),15916(2),-,-
3,AIQ,GEN,Maharashtra,"Govt Med Coll, Akola",OPHTHALMOLOGY,1+1(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",840,8813(2),14376(2),15018(2),-,-,11217(2),12831(2),15916(2),-,-
1,AIQ,SC,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL MEDICINE,1,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,16631(1),17707(1),21118(1),29884(1),-,12787(1),15922(1),15922(1),-,-
2,AIQ,SC,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL MEDICINE,1,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,16631(1),17707(1),21118(1),29884(1),-,12787(1),15922(1),15922(1),-,-
3,AIQ,SC,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL MEDICINE,0+1(VV),"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,16631(1),17707(1),21118(1),29884(1),-,12787(1),15922(1),15922(1),-,-
1,DNB Post MBBS,GEN,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DNBPMR,1,"₹1,25,000","₹56,250*",0,₹0,600,-,-,-,-,-,9426(1),19687(1),15923(1),29364(1),-
2,DNB Post MBBS,GEN,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DNBPMR,1,"₹1,25,000","₹56,250*",0,₹0,600,-,-,-,-,-,9426(1),19687(1),15923(1),29364(1),-
3,DNB Post MBBS,GEN,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DNBPMR,1,"₹1,25,000","₹56,250*",0,₹0,600,-,-,-,-,-,9426(1),19687(1),15923(1),29364(1),-
4,DNB Post MBBS,GEN,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DNBPMR,1,"₹1,25,000","₹56,250*",0,₹0,600,-,-,-,-,-,9426(1),19687(1),15923(1),29364(1),-
1,AIQ,EWS,West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,2588(1),2588(1),2588(1),-,-,7953(1),7953(1),15935(1),-,-
2,AIQ,EWS,West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,0+1(VV),"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,2588(1),2588(1),2588(1),-,-,7953(1),7953(1),15935(1),-,-
3,AIQ,EWS,West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,2588(1),2588(1),2588(1),-,-,7953(1),7953(1),15935(1),-,-
1,AIQ,SC,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,2,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,10433(2),10433(2),15200(2),-,-,10288(2),15938(2),15938(2),-,-
2,AIQ,SC,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,1+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,10433(2),10433(2),15200(2),-,-,10288(2),15938(2),15938(2),-,-
3,AIQ,SC,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,0+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,10433(2),10433(2),15200(2),-,-,10288(2),15938(2),15938(2),-,-
1,AIQ,OBC,Jammu and Kashmir,"Gove Med Coll, Jammu",GENERAL SURGERY,3,"₹25,000*","₹59,500",0*,₹0*,1700,12756(3),13544(3),16026(3),-,-,13302(3),14271(3),15939(3),-,-
2,AIQ,OBC,Jammu and Kashmir,"Gove Med Coll, Jammu",GENERAL SURGERY,3,"₹25,000*","₹59,500",0*,₹0*,1700,12756(3),13544(3),16026(3),-,-,13302(3),14271(3),15939(3),-,-
3,AIQ,OBC,Jammu and Kashmir,"Gove Med Coll, Jammu",GENERAL SURGERY,1+2(VV),"₹25,000*","₹59,500",0*,₹0*,1700,12756(3),13544(3),16026(3),-,-,13302(3),14271(3),15939(3),-,-
1,AIQ,OBC,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,2,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,12184(1),13220(1),15675(1),-,-,12798(2),12798(2),15945(2),-,-
2,AIQ,OBC,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,1+1(VV),"₹1,01,500*","₹75,444",1,"₹10,00,000",300,12184(1),13220(1),15675(1),-,-,12798(2),12798(2),15945(2),-,-
3,AIQ,OBC,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,1+1(VV),"₹1,01,500*","₹75,444",1,"₹10,00,000",300,12184(1),13220(1),15675(1),-,-,12798(2),12798(2),15945(2),-,-
1,AIQ,OBC,West Bengal,Bankura Sammilani Med Coll,OBG,2,"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,11599(2),13480(2),15356(2),-,-,13508(2),14699(2),15951(2),-,-
2,AIQ,OBC,West Bengal,Bankura Sammilani Med Coll,OBG,1+1(VV),"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,11599(2),13480(2),15356(2),-,-,13508(2),14699(2),15951(2),-,-
3,AIQ,OBC,West Bengal,Bankura Sammilani Med Coll,OBG,1+1(VV),"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,11599(2),13480(2),15356(2),-,-,13508(2),14699(2),15951(2),-,-
1,DNB Post MBBS,GEN,West Bengal,"Calcutta Med Res Inst,Kolkata",DNBGENERAL SURGERY,1,"₹1,25,000","₹49,885",0,₹0,440,18339(1),19131(1),19944(1),-,-,15956(1),15956(1),15956(1),-,-
2,DNB Post MBBS,GEN,West Bengal,"Calcutta Med Res Inst,Kolkata",DNBGENERAL SURGERY,0+1(VV),"₹1,25,000","₹49,885",0,₹0,440,18339(1),19131(1),19944(1),-,-,15956(1),15956(1),15956(1),-,-
3,DNB Post MBBS,GEN,West Bengal,"Calcutta Med Res Inst,Kolkata",DNBGENERAL SURGERY,0+1(VV),"₹1,25,000","₹49,885",0,₹0,440,18339(1),19131(1),19944(1),-,-,15956(1),15956(1),15956(1),-,-
1,DNB Post MBBS,GEN,Telangana,"Prashanthi Hosp, Hanamkonda",DNBOBG,1,"₹1,25,000","₹50,000*",0,₹0,250,14835(1),14993(1),14912(1),-,-,15116(1),15116(1),15962(1),-,-
2,DNB Post MBBS,GEN,Telangana,"Prashanthi Hosp, Hanamkonda",DNBOBG,1,"₹1,25,000","₹50,000*",0,₹0,250,14835(1),14993(1),14912(1),-,-,15116(1),15116(1),15962(1),-,-
3,DNB Post MBBS,GEN,Telangana,"Prashanthi Hosp, Hanamkonda",DNBOBG,1,"₹1,25,000","₹50,000*",0,₹0,250,14835(1),14993(1),14912(1),-,-,15116(1),15116(1),15962(1),-,-
1,AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",ANAESTHESIOLOGY,6,"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,12059(6),14398(6),16798(6),20495(1),-,11921(6),13725(6),15969(7),20068(1),19509(1)
2,AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",ANAESTHESIOLOGY,5+1(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,12059(6),14398(6),16798(6),20495(1),-,11921(6),13725(6),15969(7),20068(1),19509(1)
3,AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",ANAESTHESIOLOGY,3+3(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,12059(6),14398(6),16798(6),20495(1),-,11921(6),13725(6),15969(7),20068(1),19509(1)
4,AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",ANAESTHESIOLOGY,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,12059(6),14398(6),16798(6),20495(1),-,11921(6),13725(6),15969(7),20068(1),19509(1)
5,AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",ANAESTHESIOLOGY,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,12059(6),14398(6),16798(6),20495(1),-,11921(6),13725(6),15969(7),20068(1),19509(1)
1,AIQ,OBC,West Bengal,"Chittaranjan Seva, Kolkata",OBG,2,"₹12,000*","₹49,884",3*,"₹30,00,000*",Info Not Available,11387(2),11487(2),14204(2),-,-,13046(2),13790(2),15973(2),-,-
2,AIQ,OBC,West Bengal,"Chittaranjan Seva, Kolkata",OBG,0+2(VV),"₹12,000*","₹49,884",3*,"₹30,00,000*",Info Not Available,11387(2),11487(2),14204(2),-,-,13046(2),13790(2),15973(2),-,-
3,AIQ,OBC,West Bengal,"Chittaranjan Seva, Kolkata",OBG,1+1(VV),"₹12,000*","₹49,884",3*,"₹30,00,000*",Info Not Available,11387(2),11487(2),14204(2),-,-,13046(2),13790(2),15973(2),-,-
1,AIQ,EWS,Uttar Pradesh,"SGPGI, Lucknow",ANAESTHESIOLOGY,1,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,-,-,-,-,-,14113(1),15974(1),15974(1),-,-
2,AIQ,EWS,Uttar Pradesh,"SGPGI, Lucknow",ANAESTHESIOLOGY,1,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,-,-,-,-,-,14113(1),15974(1),15974(1),-,-
1,AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",ENT,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,13700(1),13874(1),15861(1),-,-,10641(1),15978(1),15978(1),-,-
2,AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",ENT,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,13700(1),13874(1),15861(1),-,-,10641(1),15978(1),15978(1),-,-
3,AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",ENT,0+1(VV),"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,13700(1),13874(1),15861(1),-,-,10641(1),15978(1),15978(1),-,-
1,DNB Post MBBS,GEN,Kerala,"KozhikodeDistCo-op,Eranhipalam",DNBEMERGENCY MEDICINE,2,"₹1,25,000","₹57,876",0,₹0,175,11398(2),14175(2),14175(2),-,-,13528(2),14615(2),15979(2),-,-
2,DNB Post MBBS,GEN,Kerala,"KozhikodeDistCo-op,Eranhipalam",DNBEMERGENCY MEDICINE,1+1(VV),"₹1,25,000","₹57,876",0,₹0,175,11398(2),14175(2),14175(2),-,-,13528(2),14615(2),15979(2),-,-
3,DNB Post MBBS,GEN,Kerala,"KozhikodeDistCo-op,Eranhipalam",DNBEMERGENCY MEDICINE,0+2(VV),"₹1,25,000","₹57,876",0,₹0,175,11398(2),14175(2),14175(2),-,-,13528(2),14615(2),15979(2),-,-
1,AIQ,OBC,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ORTHOPAEDICS,2,"₹48,600*","₹60,823",0*,₹0*,1150,9165(2),11638(2),14260(2),-,-,11908(2),12371(2),15980(2),21734(1),-
2,AIQ,OBC,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ORTHOPAEDICS,1+1(VV),"₹48,600*","₹60,823",0*,₹0*,1150,9165(2),11638(2),14260(2),-,-,11908(2),12371(2),15980(2),21734(1),-
3,AIQ,OBC,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ORTHOPAEDICS,1+1(VV),"₹48,600*","₹60,823",0*,₹0*,1150,9165(2),11638(2),14260(2),-,-,11908(2),12371(2),15980(2),21734(1),-
4,AIQ,OBC,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ORTHOPAEDICS,1,"₹48,600*","₹60,823",0*,₹0*,1150,9165(2),11638(2),14260(2),-,-,11908(2),12371(2),15980(2),21734(1),-
