Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7
Tel Govt-NS LOC,BCE-FEM,Telangana,"SVS Med Coll, Mehboobnagar",PATHOLOGY,"₹4,60,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,2400(1),2291(1),3083(1),3473(1),-,-,-
Tel Govt-Serv LOC,ST-GEN,Telangana,"Kakatiya Med Coll, Warangal",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,3091(1),3091(1),3085(1),3085(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,3591(1),3591(1),3620(1),3620(1),3620(1),3620(1),3106(1),3106(1),3099(1),3099(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,3645(1),3645(1),3677(1),3677(1),3677(1),3677(1),3114(1),3114(1),3106(1),3106(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Maheshwara Med Coll, Medak",PATHOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",745,-,-,-,-,-,-,-,2610(1),3109(1),3469(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",SPM,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,-,-,-,-,-,-,2524(1),2849(1),3111(1),3506(1),3486(1),-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"ESIC Med Coll,Sanath Nagar",PHYSIOLOGY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,-,-,3122(1),3122(1),-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"MNR Med Coll, Sangareddy",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,3136(1),3136(1),3128(1),3128(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",BIOCHEMISTRY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4011(1),4011(1),4579(2),4579(2),4579(2),4579(2),2429(2),2429(2),3134(3),3134(3),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"SVS Med Coll, Mehboobnagar",TBRD,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,3037(1),3207(1),3136(1),3136(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Gandhi Med Coll, Secunderabad",ANATOMY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,-,-,3147(1),-,-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"NIMS, Hyderabad",BIOCHEMISTRY,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,-,-,-,-,-,-,2230(1),2230(1),3161(1),3026(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",SPM,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,3139(1),3166(1),3162(1),3162(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Mediciti IMS, Ghanpur",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,-,-,-,-,-,-,3170(1),3170(1),3164(1),3164(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Mamata Med Coll, Khammam",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,3153(1),3171(1),3165(1),3165(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Gandhi Med Coll, Secunderabad",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,3172(1),3172(1),3166(1),3166(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,3173(1),3173(1),3166(1),3166(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",BIOCHEMISTRY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,4207(1),4207(1),4259(1),4259(1),4259(1),4259(1),3175(1),3175(1),3168(1),3168(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Siddipet",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",780,4012(1),4552(1),4896(1),4969(1),4969(1),4969(1),3176(1),3176(1),3169(1),3169(1),-,-,-
Tel Govt-Serv LOC,OPEN-FEM,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4657(1),-,4823(1),4823(1),4823(1),4823(1),-,-,3174(1),3174(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2752(1),4255(1),4622(1),4622(1),4622(1),4622(1),2709(1),2709(1),3175(2),3175(2),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Osmania Med Coll, Hyderabad",ANATOMY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,2994(1),3142(1),3176(1),3534(1),-,-,-
Tel Govt-Serv LOC,OPEN-FEM,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",4800,3820(1),3820(1),3856(1),3856(1),3856(1),3856(1),-,-,3177(1),3177(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"SVS Med Coll, Mehboobnagar",MICROBIOLOGY,"₹4,60,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,3032(1),3183(1),3178(1),-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Gandhi Med Coll, Secunderabad",ANATOMY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,4151(1),4644(1),5085(1),5085(1),5085(1),5085(1),2868(1),3186(1),3181(1),3181(1),3559(1),-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",ANATOMY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,3189(1),3189(1),3184(1),3184(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",MICROBIOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",-,4654(1),-,5298(1),-,-,-,3193(1),3193(1),3189(1),3189(1),-,-,-
Tel Govt-Serv LOC,OPEN-FEM,Telangana,"Prathima IMS, Karimnagar",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,-,-,3192(1),3192(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Gandhi Med Coll, Secunderabad",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1200,3917(1),4350(1),4288(1),4288(1),4288(1),4288(1),3198(1),3198(1),3196(1),3420(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",MICROBIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,2408(1),2749(1),3203(1),3178(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"CAIMS, Karimnagar",SPM,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,3230(1),3230(1),3204(1),3478(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",PSYCHIATRY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4073(1),4073(1),4117(1),4117(1),4117(1),4117(1),2742(1),2742(1),3207(1),3207(1),-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Surabhi InstituteofMS,Siddipet",OBG,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,2850(1),2959(1),3208(2),3208(2),-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,5022(1),5022(1),5022(1),5022(1),2967(1),3208(1),3209(1),3209(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni IMS, Narketpally",SPM,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,-,-,3211(1),-,-,-,-
Tel Govt-Serv LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,-,3212(1),3214(1),3214(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"SVS Med Coll, Mehboobnagar",PATHOLOGY,"₹4,60,000*",Info not available*,1*,"₹20,00,000*",760,3763(1),4322(1),5072(1),5072(1),5072(1),5072(1),-,-,3216(1),2543(1),-,-,-
Tel Govt-NS LOC,BCC-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",PMR,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,1530(1),3079(1),3217(1),3217(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",MICROBIOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",650,-,-,-,-,-,-,-,-,3218(1),-,-,3587(1),-
Tel Govt-NS LOC,ST-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,3262(1),3217(1),3219(1),3219(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Govt Med Coll, Nizamabad",MICROBIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",500,-,-,-,-,-,-,3219(1),3219(1),3221(1),3512(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mediciti IMS, Ghanpur",PHARMACOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",720,-,-,-,-,-,-,3220(1),3220(1),3222(1),3222(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Kakatiya Med Coll, Warangal",SPM,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,-,3233(1),3233(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",1200,4059(1),4059(1),4102(1),4102(1),4102(1),4102(1),3235(1),3235(1),3240(1),3240(1),-,-,-
Tel Govt-Serv LOC,BCD-GEN,Telangana,"Mediciti IMS, Ghanpur",RADIO DIAGNOSIS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,-,-,-,-,-,-,-,-,3246(1),3246(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Kamineni IMS, Narketpally",EMERGENCY MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,3239(1),3239(1),3246(1),2210(1),-,-,-
Tel Govt-Serv LOC,SC-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",RADIO DIAGNOSIS,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,3240(1),3240(1),3247(1),3247(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Govt Med Coll, Mahabubnagar",MICROBIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",900,-,-,-,-,-,-,-,-,3262(1),3349(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Mahabubnagar",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",900,-,-,-,-,-,-,2719(1),2841(1),3263(1),3362(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Mahavir Inst of MS, Vikarabad",DERMATOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",700,-,-,-,-,-,-,-,-,3275(1),3275(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Kakatiya Med Coll, Warangal",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,3267(1),3267(1),3280(1),3280(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",MICROBIOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",1400,-,-,-,-,-,-,3122(1),3122(1),3282(1),3282(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kakatiya Med Coll, Warangal",BIOCHEMISTRY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,4604(1),4395(1),4768(1),5555(1),5555(1),5555(1),3241(1),3241(1),3283(2),3283(2),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",MICROBIOLOGY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,-,-,3284(1),3284(1),2792(1),-,-
Tel Govt-Serv LOC,BCB-GEN,Telangana,"Osmania Med Coll, Hyderabad",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,-,-,3285(1),3285(1),-,-,-
Tel Govt-Serv LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4509(1),4509(1),4574(1),4574(1),4574(1),4574(1),3276(1),3276(1),3288(1),3288(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Govt Med Coll, Siddipet",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",780,4109(1),-,5341(2),5404(2),5404(2),5404(2),3179(1),2887(1),3290(1),3290(1),-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"NIMS, Hyderabad",MICROBIOLOGY,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,-,-,-,-,-,-,3278(1),3278(1),3291(1),3291(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Govt Med Coll, Suryapet",MICROBIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",580,-,-,5015(1),5015(1),5015(1),5015(1),2955(1),3148(1),3298(1),3477(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Kamineni IMS, Narketpally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,-,-,3299(1),3299(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,4957(1),4957(1),4957(1),4957(1),3291(1),3291(1),3303(1),3303(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",BIOCHEMISTRY,"₹2,16,000*",Info not available*,1*,"₹20,00,000*",1400,4603(1),4603(1),4931(1),-,-,-,3293(1),3293(1),3305(1),3305(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"Shadan IMSRC, Peerancheru",MICROBIOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",800,4526(1),-,4950(1),4950(1),4950(1),4950(1),2961(1),3295(1),3307(1),3307(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",BIOCHEMISTRY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,3297(1),3297(2),3309(2),3309(2),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4364(1),4748(1),4905(1),4905(1),4905(1),4905(1),2989(1),2989(1),3311(2),3311(2),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"CAIMS, Karimnagar",RADIO DIAGNOSIS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,3263(1),-,3311(1),3311(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",PATHOLOGY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,3304(1),3304(1),3319(1),3319(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Gandhi Med Coll, Secunderabad",PHYSIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,3789(1),3978(1),4019(1),4019(1),4019(1),4019(1),2012(1),2012(1),3320(1),3428(1),-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Osmania Med Coll, Hyderabad",BIOCHEMISTRY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,-,-,3326(1),3326(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,-,-,-,-,3208(1),-,3328(1),3328(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4025(1),4025(1),5055(2),4654(2),4654(2),4654(2),2837(1),2837(1),3332(1),3332(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,4498(1),5116(1),5433(1),5433(1),5433(1),2651(1),2991(1),3335(1),3335(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Gandhi Med Coll, Secunderabad",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1200,3310(1),-,5470(1),5327(1),5327(1),5327(1),-,-,3336(1),3270(1),-,-,-
Tel Govt-Serv LOC,SC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",RADIO DIAGNOSIS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,-,-,-,-,-,-,-,-,3340(1),3340(1),-,-,-
Tel Govt-Serv LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,-,-,3340(1),3340(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,-,3342(1),3342(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,5429(1),4874(1),4874(1),4874(1),-,-,3343(1),3343(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Govt Med Coll, Siddipet",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",780,-,-,-,-,-,-,-,-,3349(1),3480(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Nizamabad",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",500,-,-,-,-,-,-,1330(1),1330(1),3350(1),3432(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",MICROBIOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",650,-,-,-,-,-,-,2840(1),2533(1),3351(1),3351(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Maheshwara Med Coll, Medak",TBRD,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",745,-,-,-,-,-,-,-,-,3352(1),2322(1),-,-,-
Tel Govt-Serv LOC,BCB-GEN,Telangana,"SVS Med Coll, Mehboobnagar",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,3272(1),3272(1),3357(1),3357(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,-,-,5140(1),5140(1),5140(1),5140(1),2841(1),2880(1),3358(1),-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",PSYCHIATRY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,-,-,-,-,-,-,3360(1),3360(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"Shadan IMSRC, Peerancheru",PHARMACOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",800,-,-,-,-,-,-,-,-,3362(1),-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"MNR Med Coll, Sangareddy",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,-,-,3363(1),2971(1),-,-,-
Tel Govt-Serv LOC,BCD-GEN,Telangana,"Kakatiya Med Coll, Warangal",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,-,3365(1),3365(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PHYSIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,4680(1),-,4427(1),4427(1),4427(1),4427(1),3138(1),-,3369(1),3522(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",ANATOMY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,2877(1),2719(1),3372(1),3372(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"RVM IMSRC, Siddipet",MICROBIOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",1110,4700(1),-,5695(1),5695(1),5695(1),5695(1),-,-,3373(1),-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Gandhi Med Coll, Secunderabad",BIOCHEMISTRY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,-,-,3380(1),3380(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Maheshwara Med Coll, Medak",MICROBIOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",745,-,-,-,-,-,-,-,-,3381(1),-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,-,-,3389(1),3389(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",SPM,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",1400,-,-,4942(1),-,-,-,-,-,3390(1),3390(1),-,-,-
Tel Govt-Serv LOC,SC-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,-,-,-,-,-,-,-,-,3391(1),3391(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",OPHTHALMOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,-,3393(1),3393(1),-,-,-
Tel Govt-Serv LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4259(1),4259(1),4313(1),4313(1),4313(1),4313(1),3212(1),-,3394(1),3394(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kakatiya Med Coll, Warangal",DPH,"₹25,000*","₹58,289",1,"₹10,00,000",1150,-,-,-,-,-,-,2689(1),3068(1),3395(1),3550(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",PHYSIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4051(1),4051(1),4094(1),4094(1),4094(1),4094(1),2318(1),2318(1),3398(2),3330(2),-,-,-
Tel Govt-Serv LOC,BCE-GEN,Telangana,"MNR Med Coll, Sangareddy",RADIO DIAGNOSIS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,-,-,3400(1),3400(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kakatiya Med Coll, Warangal",MICROBIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,4176(1),4176(1),4227(1),4227(1),4227(1),4227(1),-,-,3404(1),3501(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",TBRD,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4406(1),4406(1),4468(1),4468(1),4468(1),4468(1),-,3263(1),3407(1),3407(1),-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Govt Med Coll, Siddipet",ENT,"₹25,000*","₹58,289",1,"₹20,00,000",780,4000(1),3921(1),4436(1),3534(1),3534(1),3534(1),2409(1),3037(1),3408(1),3408(1),-,-,-
Tel Govt-Serv LOC,OPEN-FEM,Telangana,"Maheshwara Med Coll, Medak",DERMATOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",745,-,-,-,-,-,-,-,-,3409(1),3409(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Prathima IMS, Karimnagar",MICROBIOLOGY,"₹4,62,250*",Info not available*,1*,"₹20,00,000*",1060,4689(1),-,5535(1),-,-,-,-,-,3411(1),-,-,-,-
Tel Govt-Serv LOC,BCB-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,4450(1),4514(1),4514(1),4514(1),4514(1),-,-,3412(2),3412(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",MICROBIOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,-,-,3412(1),-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",RADIATION ONCOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,-,-,3412(1),3412(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Mahabubnagar",FORENSIC MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",900,-,-,-,-,-,-,2988(1),3255(1),3414(1),3414(1),-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Gandhi Med Coll, Secunderabad",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,4730(1),4876(1),4876(1),4876(1),4876(1),-,-,3415(1),3415(1),-,-,-
